SampleID	BarcodeSequence	LinkerPrimerSequence	ID	env_feature	description	scientific_name	life_stage
62018.850.USBldChld8	NA	NA	USBldChld8	HumanFeces	USA	Homo sapien	child
62018.850.USBldInf3	NA	NA	USBldInf3	HumanFeces	USA	Homo sapien	child
62018.850.USchp11Child	NA	NA	USchp11Child	HumanFeces	USA	Homo sapien	child
62018.850.USchp18Child	NA	NA	USchp18Child	HumanFeces	USA	Homo sapien	child
62018.850.USchp18Mom	NA	NA	USchp18Mom	HumanFeces	USA	Homo sapien	adult
62018.850.USchp1Child	NA	NA	USchp1Child	HumanFeces	USA	Homo sapien	child
62018.850.USchp1Mom	NA	NA	USchp1Mom	HumanFeces	USA	Homo sapien	adult
62018.850.USchp25Child	NA	NA	USchp25Child	HumanFeces	USA	Homo sapien	child
62018.850.USchp25Mom	NA	NA	USchp25Mom	HumanFeces	USA	Homo sapien	adult
62018.850.USchp33ChildA	NA	NA	USchp33ChildA	HumanFeces	USA	Homo sapien	child
62018.850.USchp33ChildB	NA	NA	USchp33ChildB	HumanFeces	USA	Homo sapien	child
62018.850.USchp33Mom	NA	NA	USchp33Mom	HumanFeces	USA	Homo sapien	adult
62018.850.USchp35Child	NA	NA	USchp35Child	HumanFeces	USA	Homo sapien	child
62018.850.USchp35Mom	NA	NA	USchp35Mom	HumanFeces	USA	Homo sapien	adult
62018.850.USchp36Infant	NA	NA	USchp36Infant	HumanFeces	USA	Homo sapien	child
62018.850.USchp36Mom	NA	NA	USchp36Mom	HumanFeces	USA	Homo sapien	adult
62018.850.USchp3Child	NA	NA	USchp3Child	HumanFeces	USA	Homo sapien	child
62018.850.USchp3Mom	NA	NA	USchp3Mom	HumanFeces	USA	Homo sapien	adult
62018.850.USchp41Infant	NA	NA	USchp41Infant	HumanFeces	USA	Homo sapien	child
62018.850.USchp41Mom	NA	NA	USchp41Mom	HumanFeces	USA	Homo sapien	adult
62018.850.USchp4Infant	NA	NA	USchp4Infant	HumanFeces	USA	Homo sapien	child
62018.850.USchp4Mom	NA	NA	USchp4Mom	HumanFeces	USA	Homo sapien	adult
62018.850.USchp50Infant	NA	NA	USchp50Infant	HumanFeces	USA	Homo sapien	child
62018.850.USchp60Child	NA	NA	USchp60Child	HumanFeces	USA	Homo sapien	child
62018.850.USchp60Mom	NA	NA	USchp60Mom	HumanFeces	USA	Homo sapien	adult
62018.850.USinfTw1.1	NA	NA	USinfTw1.1	HumanFeces	USA	Homo sapien	child
62018.850.USinfTw1.2	NA	NA	USinfTw1.2	HumanFeces	USA	Homo sapien	child
62018.850.USinfTw10.1	NA	NA	USinfTw10.1	HumanFeces	USA	Homo sapien	child
62018.850.USinfTw10.2	NA	NA	USinfTw10.2	HumanFeces	USA	Homo sapien	child
62018.850.USinfTw11.1	NA	NA	USinfTw11.1	HumanFeces	USA	Homo sapien	child
62018.850.USinfTw11.2	NA	NA	USinfTw11.2	HumanFeces	USA	Homo sapien	child
62018.850.USinfTw12.1	NA	NA	USinfTw12.1	HumanFeces	USA	Homo sapien	child
62018.850.USinfTw12.2	NA	NA	USinfTw12.2	HumanFeces	USA	Homo sapien	child
62018.850.USinfTw13.1	NA	NA	USinfTw13.1	HumanFeces	USA	Homo sapien	child
62018.850.USinfTw13.2	NA	NA	USinfTw13.2	HumanFeces	USA	Homo sapien	child
62018.850.USinfTw15.1	NA	NA	USinfTw15.1	HumanFeces	USA	Homo sapien	child
62018.850.USinfTw15.2	NA	NA	USinfTw15.2	HumanFeces	USA	Homo sapien	child
62018.850.USinfTw16.1	NA	NA	USinfTw16.1	HumanFeces	USA	Homo sapien	child
62018.850.USinfTw16.2	NA	NA	USinfTw16.2	HumanFeces	USA	Homo sapien	child
62018.850.USinfTw17.1	NA	NA	USinfTw17.1	HumanFeces	USA	Homo sapien	child
62018.850.USinfTw18.1	NA	NA	USinfTw18.1	HumanFeces	USA	Homo sapien	child
62018.850.USinfTw18.2	NA	NA	USinfTw18.2	HumanFeces	USA	Homo sapien	child
62018.850.USinfTw19.1	NA	NA	USinfTw19.1	HumanFeces	USA	Homo sapien	child
62018.850.USinfTw19.2	NA	NA	USinfTw19.2	HumanFeces	USA	Homo sapien	child
62018.850.USinfTw2.1	NA	NA	USinfTw2.1	HumanFeces	USA	Homo sapien	child
62018.850.USinfTw2.2	NA	NA	USinfTw2.2	HumanFeces	USA	Homo sapien	child
62018.850.USinfTw20.1	NA	NA	USinfTw20.1	HumanFeces	USA	Homo sapien	child
62018.850.USinfTw20.2	NA	NA	USinfTw20.2	HumanFeces	USA	Homo sapien	child
62018.850.USinfTw21.1	NA	NA	USinfTw21.1	HumanFeces	USA	Homo sapien	child
62018.850.USinfTw21.2	NA	NA	USinfTw21.2	HumanFeces	USA	Homo sapien	child
62018.850.USinfTw3.1	NA	NA	USinfTw3.1	HumanFeces	USA	Homo sapien	child
62018.850.USinfTw3.2	NA	NA	USinfTw3.2	HumanFeces	USA	Homo sapien	child
62018.850.USinfTw4.1	NA	NA	USinfTw4.1	HumanFeces	USA	Homo sapien	child
62018.850.USinfTw4.2	NA	NA	USinfTw4.2	HumanFeces	USA	Homo sapien	child
62018.850.USinfTw5.1	NA	NA	USinfTw5.1	HumanFeces	USA	Homo sapien	child
62018.850.USinfTw5.2	NA	NA	USinfTw5.2	HumanFeces	USA	Homo sapien	child
62018.850.USinfTw6.1	NA	NA	USinfTw6.1	HumanFeces	USA	Homo sapien	child
62018.850.USinfTw6.2	NA	NA	USinfTw6.2	HumanFeces	USA	Homo sapien	child
62018.850.USinfTw7.1	NA	NA	USinfTw7.1	HumanFeces	USA	Homo sapien	child
62018.850.USinfTw7.2	NA	NA	USinfTw7.2	HumanFeces	USA	Homo sapien	child
62018.850.USinfTw8.1	NA	NA	USinfTw8.1	HumanFeces	USA	Homo sapien	child
62018.850.USinfTw8.2	NA	NA	USinfTw8.2	HumanFeces	USA	Homo sapien	child
62018.850.USinfTw9.1	NA	NA	USinfTw9.1	HumanFeces	USA	Homo sapien	child
62018.850.USinfTw9.2	NA	NA	USinfTw9.2	HumanFeces	USA	Homo sapien	child
62018.850.USygt1.F	NA	NA	USygt1.F	HumanFeces	USA	Homo sapien	adult
62018.850.USygt1.M	NA	NA	USygt1.M	HumanFeces	USA	Homo sapien	adult
62018.850.USygt1.T1	NA	NA	USygt1.T1	HumanFeces	USA	Homo sapien	adult
62018.850.USygt1.T2	NA	NA	USygt1.T2	HumanFeces	USA	Homo sapien	adult
62018.850.USygt10.M	NA	NA	USygt10.M	HumanFeces	USA	Homo sapien	adult
62018.850.USygt10.T1	NA	NA	USygt10.T1	HumanFeces	USA	Homo sapien	adult
62018.850.USygt10.T2	NA	NA	USygt10.T2	HumanFeces	USA	Homo sapien	adult
62018.850.USygt11.F	NA	NA	USygt11.F	HumanFeces	USA	Homo sapien	adult
62018.850.USygt11.M	NA	NA	USygt11.M	HumanFeces	USA	Homo sapien	adult
62018.850.USygt11.T1	NA	NA	USygt11.T1	HumanFeces	USA	Homo sapien	child
62018.850.USygt11.T2	NA	NA	USygt11.T2	HumanFeces	USA	Homo sapien	child
62018.850.USygt12.F	NA	NA	USygt12.F	HumanFeces	USA	Homo sapien	adult
62018.850.USygt12.M	NA	NA	USygt12.M	HumanFeces	USA	Homo sapien	adult
62018.850.USygt12.T1	NA	NA	USygt12.T1	HumanFeces	USA	Homo sapien	child
62018.850.USygt12.T2	NA	NA	USygt12.T2	HumanFeces	USA	Homo sapien	child
62018.850.USygt13.F	NA	NA	USygt13.F	HumanFeces	USA	Homo sapien	adult
62018.850.USygt13.M	NA	NA	USygt13.M	HumanFeces	USA	Homo sapien	adult
62018.850.USygt13.T1	NA	NA	USygt13.T1	HumanFeces	USA	Homo sapien	adult
62018.850.USygt13.T2	NA	NA	USygt13.T2	HumanFeces	USA	Homo sapien	adult
62018.850.USygt14.F	NA	NA	USygt14.F	HumanFeces	USA	Homo sapien	adult
62018.850.USygt14.M	NA	NA	USygt14.M	HumanFeces	USA	Homo sapien	adult
62018.850.USygt14.T1	NA	NA	USygt14.T1	HumanFeces	USA	Homo sapien	adult
62018.850.USygt14.T2	NA	NA	USygt14.T2	HumanFeces	USA	Homo sapien	adult
62018.850.USygt15.F	NA	NA	USygt15.F	HumanFeces	USA	Homo sapien	adult
62018.850.USygt15.M	NA	NA	USygt15.M	HumanFeces	USA	Homo sapien	adult
62018.850.USygt15.T1	NA	NA	USygt15.T1	HumanFeces	USA	Homo sapien	adult
62018.850.USygt15.T2	NA	NA	USygt15.T2	HumanFeces	USA	Homo sapien	adult
62018.850.USygt16.B1	NA	NA	USygt16.B1	HumanFeces	USA	Homo sapien	child
62018.850.USygt16.F	NA	NA	USygt16.F	HumanFeces	USA	Homo sapien	adult
62018.850.USygt16.M	NA	NA	USygt16.M	HumanFeces	USA	Homo sapien	adult
62018.850.USygt16.T1	NA	NA	USygt16.T1	HumanFeces	USA	Homo sapien	child
62018.850.USygt16.T2	NA	NA	USygt16.T2	HumanFeces	USA	Homo sapien	child
62018.850.USygt17.M	NA	NA	USygt17.M	HumanFeces	USA	Homo sapien	adult
62018.850.USygt17.T1	NA	NA	USygt17.T1	HumanFeces	USA	Homo sapien	adult
62018.850.USygt17.T2	NA	NA	USygt17.T2	HumanFeces	USA	Homo sapien	adult
62018.850.USygt18.M	NA	NA	USygt18.M	HumanFeces	USA	Homo sapien	adult
62018.850.USygt18.T1	NA	NA	USygt18.T1	HumanFeces	USA	Homo sapien	adult
62018.850.USygt18.T2	NA	NA	USygt18.T2	HumanFeces	USA	Homo sapien	adult
62018.850.USygt19.B1	NA	NA	USygt19.B1	HumanFeces	USA	Homo sapien	child
62018.850.USygt19.M	NA	NA	USygt19.M	HumanFeces	USA	Homo sapien	adult
62018.850.USygt19.T1	NA	NA	USygt19.T1	HumanFeces	USA	Homo sapien	adult
62018.850.USygt19.T2	NA	NA	USygt19.T2	HumanFeces	USA	Homo sapien	adult
62018.850.USygt2.M	NA	NA	USygt2.M	HumanFeces	USA	Homo sapien	adult
62018.850.USygt20.F	NA	NA	USygt20.F	HumanFeces	USA	Homo sapien	adult
62018.850.USygt20.M	NA	NA	USygt20.M	HumanFeces	USA	Homo sapien	adult
62018.850.USygt20.T1	NA	NA	USygt20.T1	HumanFeces	USA	Homo sapien	adult
62018.850.USygt20.T2	NA	NA	USygt20.T2	HumanFeces	USA	Homo sapien	adult
62018.850.USygt21.B1	NA	NA	USygt21.B1	HumanFeces	USA	Homo sapien	child
62018.850.USygt21.F	NA	NA	USygt21.F	HumanFeces	USA	Homo sapien	adult
62018.850.USygt21.M	NA	NA	USygt21.M	HumanFeces	USA	Homo sapien	adult
62018.850.USygt21.T1	NA	NA	USygt21.T1	HumanFeces	USA	Homo sapien	adult
62018.850.USygt21.T2	NA	NA	USygt21.T2	HumanFeces	USA	Homo sapien	adult
62018.850.USygt22.F	NA	NA	USygt22.F	HumanFeces	USA	Homo sapien	adult
62018.850.USygt22.M	NA	NA	USygt22.M	HumanFeces	USA	Homo sapien	adult
62018.850.USygt22.T1	NA	NA	USygt22.T1	HumanFeces	USA	Homo sapien	adult
62018.850.USygt22.T2	NA	NA	USygt22.T2	HumanFeces	USA	Homo sapien	adult
62018.850.USygt23.F	NA	NA	USygt23.F	HumanFeces	USA	Homo sapien	adult
62018.850.USygt23.M	NA	NA	USygt23.M	HumanFeces	USA	Homo sapien	adult
62018.850.USygt23.T1	NA	NA	USygt23.T1	HumanFeces	USA	Homo sapien	adult
62018.850.USygt23.T2	NA	NA	USygt23.T2	HumanFeces	USA	Homo sapien	adult
62018.850.USygt24.M	NA	NA	USygt24.M	HumanFeces	USA	Homo sapien	adult
62018.850.USygt24.T1	NA	NA	USygt24.T1	HumanFeces	USA	Homo sapien	adult
62018.850.USygt24.T2	NA	NA	USygt24.T2	HumanFeces	USA	Homo sapien	adult
62018.850.USygt25.B1	NA	NA	USygt25.B1	HumanFeces	USA	Homo sapien	child
62018.850.USygt25.B2	NA	NA	USygt25.B2	HumanFeces	USA	Homo sapien	child
62018.850.USygt25.F	NA	NA	USygt25.F	HumanFeces	USA	Homo sapien	adult
62018.850.USygt25.M	NA	NA	USygt25.M	HumanFeces	USA	Homo sapien	adult
62018.850.USygt25.S1	NA	NA	USygt25.S1	HumanFeces	USA	Homo sapien	child
62018.850.USygt25.T1	NA	NA	USygt25.T1	HumanFeces	USA	Homo sapien	adult
62018.850.USygt25.T2	NA	NA	USygt25.T2	HumanFeces	USA	Homo sapien	adult
62018.850.USygt26.M	NA	NA	USygt26.M	HumanFeces	USA	Homo sapien	adult
62018.850.USygt26.T1	NA	NA	USygt26.T1	HumanFeces	USA	Homo sapien	adult
62018.850.USygt26.T2	NA	NA	USygt26.T2	HumanFeces	USA	Homo sapien	adult
62018.850.USygt27.F	NA	NA	USygt27.F	HumanFeces	USA	Homo sapien	adult
62018.850.USygt27.M	NA	NA	USygt27.M	HumanFeces	USA	Homo sapien	adult
62018.850.USygt27.T1	NA	NA	USygt27.T1	HumanFeces	USA	Homo sapien	child
62018.850.USygt27.T2	NA	NA	USygt27.T2	HumanFeces	USA	Homo sapien	child
62018.850.USygt28.M	NA	NA	USygt28.M	HumanFeces	USA	Homo sapien	adult
62018.850.USygt28.T1	NA	NA	USygt28.T1	HumanFeces	USA	Homo sapien	adult
62018.850.USygt28.T2	NA	NA	USygt28.T2	HumanFeces	USA	Homo sapien	adult
62018.850.USygt29.M	NA	NA	USygt29.M	HumanFeces	USA	Homo sapien	adult
62018.850.USygt29.T1	NA	NA	USygt29.T1	HumanFeces	USA	Homo sapien	adult
62018.850.USygt29.T2	NA	NA	USygt29.T2	HumanFeces	USA	Homo sapien	adult
62018.850.USygt3.M	NA	NA	USygt3.M	HumanFeces	USA	Homo sapien	adult
62018.850.USygt3.T1	NA	NA	USygt3.T1	HumanFeces	USA	Homo sapien	adult
62018.850.USygt3.T2	NA	NA	USygt3.T2	HumanFeces	USA	Homo sapien	adult
62018.850.USygt30.F	NA	NA	USygt30.F	HumanFeces	USA	Homo sapien	adult
62018.850.USygt30.M	NA	NA	USygt30.M	HumanFeces	USA	Homo sapien	adult
62018.850.USygt30.T1	NA	NA	USygt30.T1	HumanFeces	USA	Homo sapien	adult
62018.850.USygt30.T2	NA	NA	USygt30.T2	HumanFeces	USA	Homo sapien	adult
62018.850.USygt31.M	NA	NA	USygt31.M	HumanFeces	USA	Homo sapien	adult
62018.850.USygt31.T1	NA	NA	USygt31.T1	HumanFeces	USA	Homo sapien	adult
62018.850.USygt31.T2	NA	NA	USygt31.T2	HumanFeces	USA	Homo sapien	adult
62018.850.USygt32.M	NA	NA	USygt32.M	HumanFeces	USA	Homo sapien	adult
62018.850.USygt32.S1	NA	NA	USygt32.S1	HumanFeces	USA	Homo sapien	child
62018.850.USygt32.T1	NA	NA	USygt32.T1	HumanFeces	USA	Homo sapien	adult
62018.850.USygt32.T2	NA	NA	USygt32.T2	HumanFeces	USA	Homo sapien	adult
62018.850.USygt33.M	NA	NA	USygt33.M	HumanFeces	USA	Homo sapien	adult
62018.850.USygt33.T1	NA	NA	USygt33.T1	HumanFeces	USA	Homo sapien	adult
62018.850.USygt33.T2	NA	NA	USygt33.T2	HumanFeces	USA	Homo sapien	adult
62018.850.USygt34.F	NA	NA	USygt34.F	HumanFeces	USA	Homo sapien	adult
62018.850.USygt34.M	NA	NA	USygt34.M	HumanFeces	USA	Homo sapien	adult
62018.850.USygt34.T1	NA	NA	USygt34.T1	HumanFeces	USA	Homo sapien	adult
62018.850.USygt35.M	NA	NA	USygt35.M	HumanFeces	USA	Homo sapien	adult
62018.850.USygt35.T1	NA	NA	USygt35.T1	HumanFeces	USA	Homo sapien	adult
62018.850.USygt35.T2	NA	NA	USygt35.T2	HumanFeces	USA	Homo sapien	adult
62018.850.USygt36.M	NA	NA	USygt36.M	HumanFeces	USA	Homo sapien	adult
62018.850.USygt36.T1	NA	NA	USygt36.T1	HumanFeces	USA	Homo sapien	child
62018.850.USygt36.T2	NA	NA	USygt36.T2	HumanFeces	USA	Homo sapien	child
62018.850.USygt37.B1	NA	NA	USygt37.B1	HumanFeces	USA	Homo sapien	child
62018.850.USygt37.F	NA	NA	USygt37.F	HumanFeces	USA	Homo sapien	adult
62018.850.USygt37.M	NA	NA	USygt37.M	HumanFeces	USA	Homo sapien	adult
62018.850.USygt37.T1	NA	NA	USygt37.T1	HumanFeces	USA	Homo sapien	adult
62018.850.USygt37.T2	NA	NA	USygt37.T2	HumanFeces	USA	Homo sapien	adult
62018.850.USygt38.F	NA	NA	USygt38.F	HumanFeces	USA	Homo sapien	adult
62018.850.USygt38.M	NA	NA	USygt38.M	HumanFeces	USA	Homo sapien	adult
62018.850.USygt38.T1	NA	NA	USygt38.T1	HumanFeces	USA	Homo sapien	adult
62018.850.USygt38.T2	NA	NA	USygt38.T2	HumanFeces	USA	Homo sapien	adult
62018.850.USygt39.F	NA	NA	USygt39.F	HumanFeces	USA	Homo sapien	adult
62018.850.USygt39.M	NA	NA	USygt39.M	HumanFeces	USA	Homo sapien	adult
62018.850.USygt39.T1	NA	NA	USygt39.T1	HumanFeces	USA	Homo sapien	adult
62018.850.USygt39.T2	NA	NA	USygt39.T2	HumanFeces	USA	Homo sapien	adult
62018.850.USygt4.F	NA	NA	USygt4.F	HumanFeces	USA	Homo sapien	adult
62018.850.USygt4.M	NA	NA	USygt4.M	HumanFeces	USA	Homo sapien	adult
62018.850.USygt4.T1	NA	NA	USygt4.T1	HumanFeces	USA	Homo sapien	adult
62018.850.USygt4.T2	NA	NA	USygt4.T2	HumanFeces	USA	Homo sapien	adult
62018.850.USygt40.F	NA	NA	USygt40.F	HumanFeces	USA	Homo sapien	adult
62018.850.USygt40.M	NA	NA	USygt40.M	HumanFeces	USA	Homo sapien	adult
62018.850.USygt40.T1	NA	NA	USygt40.T1	HumanFeces	USA	Homo sapien	adult
62018.850.USygt40.T2	NA	NA	USygt40.T2	HumanFeces	USA	Homo sapien	adult
62018.850.USygt41.B1	NA	NA	USygt41.B1	HumanFeces	USA	Homo sapien	child
62018.850.USygt41.F	NA	NA	USygt41.F	HumanFeces	USA	Homo sapien	adult
62018.850.USygt41.M	NA	NA	USygt41.M	HumanFeces	USA	Homo sapien	adult
62018.850.USygt41.T1	NA	NA	USygt41.T1	HumanFeces	USA	Homo sapien	adult
62018.850.USygt41.T2	NA	NA	USygt41.T2	HumanFeces	USA	Homo sapien	adult
62018.850.USygt42.F	NA	NA	USygt42.F	HumanFeces	USA	Homo sapien	adult
62018.850.USygt42.M	NA	NA	USygt42.M	HumanFeces	USA	Homo sapien	adult
62018.850.USygt42.T1	NA	NA	USygt42.T1	HumanFeces	USA	Homo sapien	adult
62018.850.USygt42.T2	NA	NA	USygt42.T2	HumanFeces	USA	Homo sapien	adult
62018.850.USygt43.F	NA	NA	USygt43.F	HumanFeces	USA	Homo sapien	adult
62018.850.USygt43.M	NA	NA	USygt43.M	HumanFeces	USA	Homo sapien	adult
62018.850.USygt43.T1	NA	NA	USygt43.T1	HumanFeces	USA	Homo sapien	adult
62018.850.USygt43.T2	NA	NA	USygt43.T2	HumanFeces	USA	Homo sapien	adult
62018.850.USygt44.B1	NA	NA	USygt44.B1	HumanFeces	USA	Homo sapien	child
62018.850.USygt44.F	NA	NA	USygt44.F	HumanFeces	USA	Homo sapien	adult
62018.850.USygt44.M	NA	NA	USygt44.M	HumanFeces	USA	Homo sapien	adult
62018.850.USygt44.T1	NA	NA	USygt44.T1	HumanFeces	USA	Homo sapien	adult
62018.850.USygt44.T2	NA	NA	USygt44.T2	HumanFeces	USA	Homo sapien	adult
62018.850.USygt45.F	NA	NA	USygt45.F	HumanFeces	USA	Homo sapien	adult
62018.850.USygt45.M	NA	NA	USygt45.M	HumanFeces	USA	Homo sapien	adult
62018.850.USygt45.T1	NA	NA	USygt45.T1	HumanFeces	USA	Homo sapien	adult
62018.850.USygt45.T2	NA	NA	USygt45.T2	HumanFeces	USA	Homo sapien	adult
62018.850.USygt46.F	NA	NA	USygt46.F	HumanFeces	USA	Homo sapien	adult
62018.850.USygt46.M	NA	NA	USygt46.M	HumanFeces	USA	Homo sapien	adult
62018.850.USygt46.T1	NA	NA	USygt46.T1	HumanFeces	USA	Homo sapien	adult
62018.850.USygt46.T2	NA	NA	USygt46.T2	HumanFeces	USA	Homo sapien	adult
62018.850.USygt47.F	NA	NA	USygt47.F	HumanFeces	USA	Homo sapien	adult
62018.850.USygt47.M	NA	NA	USygt47.M	HumanFeces	USA	Homo sapien	adult
62018.850.USygt47.T1	NA	NA	USygt47.T1	HumanFeces	USA	Homo sapien	adult
62018.850.USygt47.T2	NA	NA	USygt47.T2	HumanFeces	USA	Homo sapien	adult
62018.850.USygt48.F	NA	NA	USygt48.F	HumanFeces	USA	Homo sapien	adult
62018.850.USygt48.M	NA	NA	USygt48.M	HumanFeces	USA	Homo sapien	adult
62018.850.USygt48.T1	NA	NA	USygt48.T1	HumanFeces	USA	Homo sapien	adult
62018.850.USygt48.T2	NA	NA	USygt48.T2	HumanFeces	USA	Homo sapien	adult
62018.850.USygt49.B1	NA	NA	USygt49.B1	HumanFeces	USA	Homo sapien	child
62018.850.USygt49.F	NA	NA	USygt49.F	HumanFeces	USA	Homo sapien	adult
62018.850.USygt49.M	NA	NA	USygt49.M	HumanFeces	USA	Homo sapien	adult
62018.850.USygt49.T1	NA	NA	USygt49.T1	HumanFeces	USA	Homo sapien	adult
62018.850.USygt49.T2	NA	NA	USygt49.T2	HumanFeces	USA	Homo sapien	adult
62018.850.USygt5.F	NA	NA	USygt5.F	HumanFeces	USA	Homo sapien	adult
62018.850.USygt5.M	NA	NA	USygt5.M	HumanFeces	USA	Homo sapien	adult
62018.850.USygt5.T1	NA	NA	USygt5.T1	HumanFeces	USA	Homo sapien	adult
62018.850.USygt5.T2	NA	NA	USygt5.T2	HumanFeces	USA	Homo sapien	adult
62018.850.USygt50.F	NA	NA	USygt50.F	HumanFeces	USA	Homo sapien	adult
62018.850.USygt50.M	NA	NA	USygt50.M	HumanFeces	USA	Homo sapien	adult
62018.850.USygt50.T1	NA	NA	USygt50.T1	HumanFeces	USA	Homo sapien	adult
62018.850.USygt50.T2	NA	NA	USygt50.T2	HumanFeces	USA	Homo sapien	adult
62018.850.USygt51.F	NA	NA	USygt51.F	HumanFeces	USA	Homo sapien	adult
62018.850.USygt51.M	NA	NA	USygt51.M	HumanFeces	USA	Homo sapien	adult
62018.850.USygt51.T1	NA	NA	USygt51.T1	HumanFeces	USA	Homo sapien	adult
62018.850.USygt51.T2	NA	NA	USygt51.T2	HumanFeces	USA	Homo sapien	adult
62018.850.USygt52.F	NA	NA	USygt52.F	HumanFeces	USA	Homo sapien	adult
62018.850.USygt52.M	NA	NA	USygt52.M	HumanFeces	USA	Homo sapien	adult
62018.850.USygt52.T1	NA	NA	USygt52.T1	HumanFeces	USA	Homo sapien	adult
62018.850.USygt52.T2	NA	NA	USygt52.T2	HumanFeces	USA	Homo sapien	adult
62018.850.USygt53.F	NA	NA	USygt53.F	HumanFeces	USA	Homo sapien	adult
62018.850.USygt53.M	NA	NA	USygt53.M	HumanFeces	USA	Homo sapien	adult
62018.850.USygt53.T1	NA	NA	USygt53.T1	HumanFeces	USA	Homo sapien	adult
62018.850.USygt53.T2	NA	NA	USygt53.T2	HumanFeces	USA	Homo sapien	adult
62018.850.USygt54.AS	NA	NA	USygt54.AS	HumanFeces	USA	Homo sapien	child
62018.850.USygt54.F	NA	NA	USygt54.F	HumanFeces	USA	Homo sapien	adult
62018.850.USygt54.M	NA	NA	USygt54.M	HumanFeces	USA	Homo sapien	adult
62018.850.USygt54.T1	NA	NA	USygt54.T1	HumanFeces	USA	Homo sapien	adult
62018.850.USygt54.T2	NA	NA	USygt54.T2	HumanFeces	USA	Homo sapien	adult
62018.850.USygt6.AS	NA	NA	USygt6.AS	HumanFeces	USA	Homo sapien	child
62018.850.USygt6.M	NA	NA	USygt6.M	HumanFeces	USA	Homo sapien	adult
62018.850.USygt6.T2	NA	NA	USygt6.T2	HumanFeces	USA	Homo sapien	adult
62018.850.USygt7.M	NA	NA	USygt7.M	HumanFeces	USA	Homo sapien	adult
62018.850.USygt7.T1	NA	NA	USygt7.T1	HumanFeces	USA	Homo sapien	child
62018.850.USygt7.T2	NA	NA	USygt7.T2	HumanFeces	USA	Homo sapien	child
62018.850.USygt8.F	NA	NA	USygt8.F	HumanFeces	USA	Homo sapien	adult
62018.850.USygt8.M	NA	NA	USygt8.M	HumanFeces	USA	Homo sapien	adult
62018.850.USygt8.T1	NA	NA	USygt8.T1	HumanFeces	USA	Homo sapien	adult
62018.850.USygt8.T2	NA	NA	USygt8.T2	HumanFeces	USA	Homo sapien	adult
62018.850.USygt9.B1	NA	NA	USygt9.B1	HumanFeces	USA	Homo sapien	child
62018.850.USygt9.F	NA	NA	USygt9.F	HumanFeces	USA	Homo sapien	adult
62018.850.USygt9.M	NA	NA	USygt9.M	HumanFeces	USA	Homo sapien	adult
62018.850.USygt9.T1	NA	NA	USygt9.T1	HumanFeces	USA	Homo sapien	adult
62018.850.USygt9.T2	NA	NA	USygt9.T2	HumanFeces	USA	Homo sapien	adult
